	Marca	Modello	Anno	Tipo	KIT-W-Kit	FLUSHBAR Argento 	"FLUSHBAR MIX Argento 
W-Flush"	THRUBAR Argento W-Through	RAILBAR Argento W-RailBar	RAILBAR MIX Argento W-RailBarMix	FLUSHBAR Nere WB-Flush	FLUSHBAR MIX Nere WB-FlushMix	THRUBAR Nere WB-Through	RAILBAR Nere WB-RailBar	RAILBAR MIX nere WB-RailBarMix 	Descrizione tetto
801	Volkswagen	Passat cc 4p	2008-2015	Tetto nudo	YK746W		Y8050196	Y8050188				Y8050235	Y8050228			tetto standard
802	Volkswagen	Passat Variant (no tettuccio) - railing	1997-2005	Barre lungitudinali	YK328W			Y8050188	Y8050202				Y8050228	Y8050239		railing standard
803	Volkswagen	Passat Variant (solo tettuccio) - railing	1997-2005	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
804	Volkswagen	Passat Variant	2005-2010	Tetto nudo	YK391W	Y8050181		Y8050188			Y8050221		Y8050228			tetto standard
805	Volkswagen	Passat Variant - railing	2005-2010	Barre lungitudinali	YK328W			Y8050188		Y8050209			Y8050228		Y8050246	railing standard
806	Volkswagen	Passat Variant - railing	2011-2014	Barre lungitudinali	YK328W		Y8050194	Y8050188		Y8050209		Y8050233	Y8050228		Y8050246	railing standard
807	Volkswagen	Passat Variant - railing	2014-	Barre lungitudinali	YK328W		Y8050194	Y8050188		Y8050209		Y8050233	Y8050228		Y8050246	railing standard
808	Volkswagen	Passat Variant - profilo	2014-	Profili integrati	YK1000W		Y8050194	Y8050187				Y8050233	Y8050227			profilo integrato
809	Volkswagen	Polo 3p	2009-2017	Tetto nudo	YK1016W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
810	Volkswagen	Polo 5p	2001-2009	Tetto nudo	YK573W	Y8050179		Y8050187			Y8050219		Y8050227			tetto standard
811	Volkswagen	Polo 5p - railing	2001-2009	Barre lungitudinali	YK328W			Y8050187	Y8050202				Y8050227	Y8050239		railing standard
812	Volkswagen	Polo 5p	2009-2017	Tetto nudo	YK976W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
813	Volkswagen	Polo 5p - railing	2009-2017	Barre lungitudinali	YK328W		Y8050194	Y8050188				Y8050233	Y8050228			railing standard
814	Volkswagen	Polo 5p	2017-	Tetto nudo	YK1096W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
815	Volkswagen	Sharan - railing	2010-	Barre lungitudinali	YK328W		Y8050197	Y8050189	Y8050205			Y8050236	Y8050229	Y8050242		railing standard
816	Volkswagen	T-Cross - railing	2019-	Barre lungitudinali	YK328W		Y8050195	Y8050188	Y8050203			Y8050234	Y8050228	Y8050240		railing standard
817	Volkswagen	T-Roc - railing	2017-	Barre lungitudinali	YK328W		Y8050195	Y8050188				Y8050234	Y8050228			railing standard
818	Volkswagen	Tiguan (no tettuccio) - railing	2007-2016	Barre lungitudinali	YK328W			Y8050188		Y8050209			Y8050228		Y8050246	railing standard
819	Volkswagen	Tiguan (solo tettuccio) - railing	2007-2016	Barre lungitudinali	YK328W			Y8050188					Y8050228			railing standard
820	Volkswagen	Tiguan - railing	2016-	Barre lungitudinali	YK328W		Y8050196	Y8050189	Y8050204			Y8050235	Y8050229	Y8050241		railing standard
821	Volkswagen	Tiguan Allspace - railing	2017-2019	Barre lungitudinali	YK328W		Y8050196	Y8050189				Y8050235	Y8050229			railing standard
822	Volkswagen	Touareg - railing	2003-2007	Barre lungitudinali	YK328W			Y8050188	Y8050202				Y8050228	Y8050239		railing standard
823	Volkswagen	Touareg - profilo scanalato	2003-2010	Profili a T	YK450W	Y8050179		Y8050188			Y8050219		Y8050228			profilo scanalato
824	Volkswagen	Touareg - railing	2007-2010	Barre lungitudinali	YK328W	Y8050180		Y8050189			Y8050220		Y8050229			railing standard
825	Volkswagen	Touareg - railing	2010-2018	Barre lungitudinali	YK328W		Y8050196	Y8050189		Y8050211		Y8050235	Y8050229		Y8050248	railing standard
826	Volkswagen	Touareg - profilo	2018-	Profili integrati	YK1042W		Y8050196	Y8050189				Y8050235	Y8050229			profilo integrato
827	Volkswagen	Touran - railing	2003-2010	Barre lungitudinali	YK328W	Y8050182		Y8050189		Y8050211	Y8050222		Y8050229		Y8050248	railing standard
828	Volkswagen	Touran - railing	2010-2015	Barre lungitudinali	YK328W	Y8050182		Y8050189			Y8050222		Y8050229			railing standard
829	Volkswagen	Touran - railing	2015-	Barre lungitudinali	YK328W		Y8050197	Y8050189				Y8050236	Y8050229			railing standard
830	Volkswagen	Transporter T5 (van) - fixpoint	2003-2015	Punti fissi	YK999W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
831	Volkswagen	Transporter T6 (van) - fixpoint	2015-2019	Punti fissi	YK999W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
832	Volkswagen	Transporter T6.1 (van) - fixpoint	2020-	Punti fissi	YK999W	Y8050186		Y8050190			Y8050226		Y8050230			tetto fixpoint
833	Volkswagen	Up! 3p	2012-	Tetto nudo	YK712W		Y8050195	Y8050188				Y8050234	Y8050228			tetto standard
834	Volkswagen	Up! 5p	2012-	Tetto nudo	YK720W	Y8050180		Y8050188			Y8050220		Y8050228			tetto standard
835	Volkswagen	Up! Cross 5p - railing	2013-2019	Barre lungitudinali	YK328W	Y8050180		Y8050187	Y8050202		Y8050220		Y8050227	Y8050239		railing standard
836	Volvo	S40	2004-2007	Tetto nudo	YK855W	Y8050182		Y8050188			Y8050222		Y8050228			tetto standard
837	Volvo	S60 - fixpoint	2000-2010	Punti fissi	YK501W	Y8050182		Y8050188			Y8050222		Y8050228			tetto fixpoint
838	Volvo	S60	2010-2018	Tetto nudo	YK802W		Y8050196	Y8050189				Y8050235	Y8050229			tetto standard
839	Volvo	S80	2006-2016	Tetto nudo	YK532W	Y8050182		Y8050188			Y8050222		Y8050228			tetto standard
840	Volvo	S90 4p	2016-	Tetto nudo	YK1036W		Y8050196	Y8050188				Y8050235	Y8050228			tetto standard
841	Volvo	V40	2012-2020	Tetto nudo	YK747W			Y8050188					Y8050228			tetto standard
842	Volvo	V40 Cross Country - railing	2013-2020	Barre lungitudinali	YK328W		Y8050194	Y8050188				Y8050233	Y8050228			railing standard
843	Volvo	V40 Cross Country - profilo	2013-2020	Profili integrati	YK794W		Y8050194	Y8050188				Y8050233	Y8050228			profilo integrato
844	Volvo	V50 sw - railing	2004-2013	Barre lungitudinali	YK328W			Y8050188		Y8050210			Y8050228		Y8050247	railing standard
845	Volvo	V60	2010-2018	Tetto nudo	YK732W			Y8050188					Y8050228			tetto standard
846	Volvo	V60 - profilo	2010-2018	Profili integrati	YK794W		Y8050195	Y8050189				Y8050234	Y8050229			profilo integrato
847	Volvo	V60 - profilo	2018-	Profili integrati	YK946W		Y8050195	Y8050188				Y8050234	Y8050228			profilo integrato
848	Volvo	V70 sw - railing	2000-2007	Barre lungitudinali	YK328W			Y8050188		Y8050211			Y8050228		Y8050248	railing standard
849	Volvo	V70 sw	2007-2016	Tetto nudo	YK792W	Y8050182		Y8050189			Y8050222		Y8050229			tetto standard
850	Volvo	V70 sw - railing	2007-2016	Barre lungitudinali	YK328W			Y8050188		Y8050210			Y8050228		Y8050247	railing standard
851	Volvo	V90 Cross Country - profilo	2016-	Profili integrati	YK946W		Y8050196	Y8050188				Y8050235	Y8050228			profilo integrato
852	Volvo	V90 sw - profilo	2016-	Profili integrati	YK946W		Y8050196	Y8050188				Y8050235	Y8050228			profilo integrato
853	Volvo	XC40 - profilo	2017-	Profili integrati	YK946W	Y8050181		Y8050188			Y8050221		Y8050228			profilo integrato
854	Volvo	XC60 - profilo	2008-2017	Profili integrati	YK668W	Y8050182		Y8050189			Y8050222		Y8050229			profilo integrato
855	Volvo	XC70 sw - railing	2000-2007	Barre lungitudinali	YK328W			Y8050188	Y8050204				Y8050228	Y8050241		railing standard
856	Volvo	XC70 sw - railing	2007-2013	Barre lungitudinali	YK328W			Y8050188		Y8050210			Y8050228		Y8050247	railing standard
857	Volvo	XC70 sw - railing	2013-2016	Barre lungitudinali						Y8050210					Y8050247	railing standard
858	Volvo	XC90 - railing	2002-2015	Barre lungitudinali	YK328W		Y8050195	Y8050188		Y8050209		Y8050234	Y8050228		Y8050246	railing standard
859	Volvo	XC90 - railing	2015-	Barre lungitudinali	YK328W	Y8050182		Y8050189		Y8050211	Y8050222		Y8050229		Y8050248	railing standard
860	Volvo	XC90 - profilo	2015-	Profili integrati	YK946W	Y8050182		Y8050189			Y8050222		Y8050229			profilo integrato
